time,open,high,low,close,volume
2017-08-02 08:00:00,1265.08,1266.62,1264.88,1265.54,756611
2017-08-02 09:00:00,1265.55,1267.39,1264.48,1267.1,966973
2017-08-02 10:00:00,1267.09,1267.7,1266.14,1266.7,1499652
2017-08-02 11:00:00,1266.7,1267.29,1265.56,1266.56,1160873
2017-08-02 12:00:00,1266.57,1267.26,1265.8,1265.8,741344
2017-08-02 13:00:00,1265.8,1267.37,1265.74,1267.16,826747
2017-08-02 14:00:00,1267.16,1267.48,1266.52,1266.93,910320
2017-08-02 15:00:00,1267.03,1268.49,1262.79,1264.55,3241545
2017-08-02 16:00:00,1264.58,1270.52,1264.46,1269.9,2468923
2017-08-02 17:00:00,1269.91,1270.79,1268.07,1270.51,3162959
2017-08-02 18:00:00,1270.5,1271.8,1269.67,1271.2,1622833
2017-08-02 19:00:00,1271.2,1272.27,1271.2,1271.96,977409
2017-08-02 20:00:00,1272.0,1272.75,1269.7,1270.29,1126216
2017-08-02 21:00:00,1270.29,1270.59,1267.33,1268.05,1140729
2017-08-02 22:00:00,1268.06,1268.25,1265.81,1266.56,1339688
2017-08-02 23:00:00,1266.56,1266.9,1265.87,1266.18,1363136
2017-08-03 01:00:00,1266.13,1266.84,1265.88,1266.08,520348
2017-08-03 02:00:00,1266.08,1266.08,1256.77,1262.97,2761813
2017-08-03 03:00:00,1262.95,1263.87,1261.68,1261.99,1593195
2017-08-03 04:00:00,1261.97,1264.06,1261.97,1263.62,1593464
2017-08-03 05:00:00,1263.63,1264.21,1262.91,1263.13,1433720
2017-08-03 06:00:00,1263.12,1263.52,1261.54,1261.85,1516750
2017-08-03 07:00:00,1261.84,1262.67,1261.55,1262.39,690150
2017-08-03 08:00:00,1262.39,1263.0,1262.02,1262.59,492548
2017-08-03 09:00:00,1262.59,1263.21,1261.66,1261.93,822030
2017-08-03 10:00:00,1261.92,1262.61,1259.8,1261.11,1615625
2017-08-03 11:00:00,1261.19,1262.54,1260.43,1261.97,1509942
2017-08-03 12:00:00,1262.12,1263.5,1261.7,1263.28,969804
2017-08-03 13:00:00,1263.27,1263.64,1261.79,1262.05,930751
2017-08-03 14:00:00,1262.02,1268.0,1261.91,1267.57,2463082
2017-08-03 15:00:00,1267.65,1268.32,1265.93,1266.4,2411414
2017-08-03 16:00:00,1266.33,1267.41,1265.22,1267.1,1972211
2017-08-03 17:00:00,1267.59,1269.62,1267.21,1269.08,2305067
2017-08-03 18:00:00,1269.09,1269.69,1268.2,1268.53,1060096
2017-08-03 19:00:00,1268.54,1269.3,1267.27,1267.9,1173816
2017-08-03 20:00:00,1267.86,1268.89,1267.55,1268.33,949413
2017-08-03 21:00:00,1268.32,1268.87,1267.68,1268.72,871183
2017-08-03 22:00:00,1268.78,1270.75,1267.65,1268.45,1478501
2017-08-03 23:00:00,1268.52,1268.85,1267.44,1268.85,577653
2017-08-04 01:00:00,1268.41,1268.98,1268.2,1268.53,414276
2017-08-04 02:00:00,1268.55,1270.04,1267.8,1269.14,1273441
2017-08-04 03:00:00,1269.14,1270.05,1268.69,1268.92,1178563
2017-08-04 04:00:00,1268.93,1269.02,1267.58,1268.25,689756
2017-08-04 05:00:00,1268.17,1268.77,1267.21,1267.41,728349
2017-08-04 06:00:00,1267.41,1268.07,1267.27,1267.83,630370
2017-08-04 07:00:00,1267.82,1268.42,1267.67,1268.02,591737
2017-08-04 08:00:00,1268.02,1269.74,1267.69,1269.47,1354713
2017-08-04 09:00:00,1269.44,1269.71,1268.7,1269.13,1507068
2017-08-04 10:00:00,1269.12,1270.1,1268.69,1269.27,648207
2017-08-04 11:00:00,1269.27,1269.5,1268.84,1269.06,437228
2017-08-04 12:00:00,1269.16,1269.71,1268.54,1269.43,507060
2017-08-04 13:00:00,1269.43,1269.83,1268.74,1268.88,320584
2017-08-04 14:00:00,1268.88,1269.62,1267.25,1267.83,785367
2017-08-04 15:00:00,1267.83,1269.43,1260.68,1261.8,4991418
2017-08-04 16:00:00,1261.81,1263.11,1255.71,1256.84,4141408
2017-08-04 17:00:00,1256.84,1258.13,1254.12,1257.36,3860730
2017-08-04 18:00:00,1257.36,1257.67,1255.67,1256.73,1598388
2017-08-04 19:00:00,1256.69,1258.25,1256.24,1257.22,1585305
2017-08-04 20:00:00,1257.22,1259.0,1256.95,1257.98,1140911
2017-08-04 21:00:00,1257.98,1259.04,1257.24,1258.32,714702
2017-08-04 22:00:00,1258.32,1259.1,1257.96,1258.47,720253
2017-08-04 23:00:00,1258.39,1259.16,1257.94,1258.73,424538
2017-08-07 01:00:00,1257.14,1258.3,1257.12,1257.61,537370
2017-08-07 02:00:00,1257.63,1257.93,1256.5,1257.29,1314288
2017-08-07 03:00:00,1257.28,1258.72,1257.07,1257.63,1222733
2017-08-07 04:00:00,1257.62,1258.82,1257.35,1258.41,2756676
2017-08-07 05:00:00,1258.42,1259.01,1257.77,1257.87,1432414
2017-08-07 06:00:00,1257.88,1258.87,1257.58,1258.44,1276805
2017-08-07 07:00:00,1258.44,1258.44,1257.96,1257.99,1051328
2017-08-07 08:00:00,1257.99,1258.18,1257.31,1257.57,1189544
2017-08-07 09:00:00,1257.58,1258.47,1257.12,1257.38,1167828
2017-08-07 10:00:00,1257.43,1258.58,1257.14,1257.44,963965
2017-08-07 11:00:00,1257.41,1258.22,1257.14,1258.0,1227765
2017-08-07 12:00:00,1258.0,1258.06,1256.14,1257.16,1097850
2017-08-07 13:00:00,1257.15,1257.27,1255.78,1256.05,1102211
2017-08-07 14:00:00,1256.05,1258.42,1256.0,1256.63,1397405
2017-08-07 15:00:00,1256.62,1257.53,1255.69,1256.46,2425712
2017-08-07 16:00:00,1256.46,1258.62,1255.99,1257.92,1303392
2017-08-07 17:00:00,1257.87,1258.92,1257.16,1257.83,1040623
2017-08-07 18:00:00,1257.9,1259.79,1257.78,1259.09,1172646
2017-08-07 19:00:00,1259.08,1259.34,1258.28,1258.9,740957
2017-08-07 20:00:00,1258.92,1259.82,1258.42,1258.52,921454
2017-08-07 21:00:00,1258.53,1258.64,1257.86,1258.45,753458
2017-08-07 22:00:00,1258.45,1258.6,1257.05,1257.11,654631
2017-08-07 23:00:00,1257.11,1257.73,1256.21,1257.67,421070
2017-08-08 01:00:00,1257.07,1258.04,1256.76,1257.31,310069
2017-08-08 02:00:00,1257.31,1258.95,1256.83,1257.59,920539
2017-08-08 03:00:00,1257.58,1258.64,1257.32,1258.09,1586832
2017-08-08 04:00:00,1258.18,1260.6,1258.1,1260.01,817112
2017-08-08 05:00:00,1260.01,1260.87,1259.51,1260.31,1442278
2017-08-08 06:00:00,1260.31,1260.42,1259.71,1259.81,976594
2017-08-08 07:00:00,1259.74,1260.57,1259.67,1260.07,918223
2017-08-08 08:00:00,1260.07,1260.43,1259.28,1259.98,965447
2017-08-08 09:00:00,1259.98,1260.58,1259.49,1259.73,1015153
2017-08-08 10:00:00,1259.78,1260.58,1259.16,1260.1,983374
2017-08-08 11:00:00,1260.23,1261.23,1260.19,1260.62,1046337
2017-08-08 12:00:00,1260.62,1261.23,1260.53,1260.68,610606
2017-08-08 13:00:00,1260.69,1265.12,1260.69,1263.94,1932120
2017-08-08 14:00:00,1263.94,1265.09,1263.39,1263.79,848349
2017-08-08 15:00:00,1263.83,1264.15,1261.8,1262.17,1606620
2017-08-08 16:00:00,1262.18,1263.44,1261.41,1262.48,1323959
2017-08-08 17:00:00,1262.48,1262.48,1252.44,1253.47,4910398
2017-08-08 18:00:00,1253.47,1254.11,1251.44,1253.25,2844672
2017-08-08 19:00:00,1253.22,1256.57,1253.09,1256.09,2088519
2017-08-08 20:00:00,1256.19,1258.43,1256.01,1256.37,1766331
2017-08-08 21:00:00,1256.36,1256.46,1255.33,1255.92,915852
2017-08-08 22:00:00,1255.87,1262.56,1253.77,1260.96,1844590
2017-08-08 23:00:00,1260.91,1261.43,1259.62,1260.74,965622
2017-08-09 01:00:00,1260.91,1262.46,1260.71,1261.9,740491
2017-08-09 02:00:00,1261.92,1262.68,1261.52,1261.86,705361
2017-08-09 03:00:00,1261.86,1267.14,1261.25,1266.0,2045387
2017-08-09 04:00:00,1266.0,1266.55,1263.48,1264.96,2337728
2017-08-09 05:00:00,1264.98,1265.55,1264.37,1264.94,1640185
2017-08-09 06:00:00,1264.93,1265.39,1264.28,1265.08,728670
2017-08-09 07:00:00,1265.08,1265.24,1264.37,1264.58,619433
2017-08-09 08:00:00,1264.58,1265.37,1264.34,1265.09,1081416
2017-08-09 09:00:00,1265.13,1266.51,1264.55,1266.28,1978168
2017-08-09 10:00:00,1266.3,1269.02,1266.3,1267.97,2083887
2017-08-09 11:00:00,1267.97,1269.04,1267.4,1268.22,1086598
2017-08-09 12:00:00,1268.24,1268.73,1267.37,1267.69,744247
2017-08-09 13:00:00,1267.69,1267.93,1266.45,1266.88,1036605
2017-08-09 14:00:00,1266.85,1269.92,1266.59,1269.08,1757269
2017-08-09 15:00:00,1269.18,1276.11,1269.18,1274.82,2865140
2017-08-09 16:00:00,1274.82,1275.09,1270.32,1272.33,3362780
2017-08-09 17:00:00,1272.15,1273.21,1270.29,1271.73,3304881
2017-08-09 18:00:00,1271.74,1274.84,1271.29,1272.68,2207904
2017-08-09 19:00:00,1272.73,1273.14,1271.08,1272.76,1955272
2017-08-09 20:00:00,1272.78,1274.75,1271.19,1274.37,1672001
2017-08-09 21:00:00,1274.37,1278.64,1274.07,1276.58,2721899
